UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
736,2,5,615,49,146,952,3,16,1,91,90,3,880,21,4,269,3,33,21,3,4,4,16,1,1,3,1,1,1,4,4,183,2,30,60,16,3,15,136,1,105,11,3,42,1,664,5,3,179,1,27,3,101,88,2,98,3,40,26,3,2,23,1,56,27,31,22,6,2,43,4,3,13,1,42,3,1,2,1,10,6,28,1,6,1,1,10,4,18,1,3,9,43,8,8,1,2,2,9,8
737,18,1,1173,16,134,445,3,11,2,57,53,4,2324,81,2,338,1,3,23,3,4,1,1,3,2,2,2,1,1,1,42,110,9,16,108,16,15,27,95,1,181,3,26,77,1,987,1,2,308,1,140,2,73,97,4,190,6,37,51,5,4,19,3,21,24,42,11,2,4,62,2,4,53,4,3,5,2,2,4,11,2,7,6,17,1,2,52,2,14,1,3,5,44,39,31,1,2,2,10,7
738,21,1,629,15,370,695,1,29,1,292,110,2,1064,187,3,42,3,12,29,1,2,3,22,1,1,2,1,2,1,2,34,105,7,8,26,23,2,35,152,1,157,2,21,100,2,205,9,3,147,3,407,2,98,66,3,194,3,10,15,1,3,28,4,62,46,16,38,2,1,25,18,2,25,3,53,4,2,5,1,44,5,17,6,32,2,5,5,4,45,5,2,4,28,14,41,1,1,1,6,10
739,28,1,104,43,277,1163,1,7,1,3,96,2,2328,205,2,182,1,26,4,3,5,1,25,4,2,2,1,1,1,4,5,59,3,20,105,27,16,33,211,1,204,3,12,32,3,14,8,3,444,1,308,3,336,20,4,173,6,8,9,2,2,10,4,17,12,31,13,5,4,3,3,2,54,4,36,5,2,4,1,20,2,8,1,16,4,5,40,2,10,2,3,1,28,12,24,2,4,2,6,10
740,17,4,199,36,365,760,1,13,2,26,183,3,385,156,3,335,1,30,28,2,3,2,15,5,3,1,1,3,1,3,46,82,12,19,2,36,1,32,208,1,6,2,28,102,4,634,8,3,96,3,388,2,433,273,6,320,5,10,55,4,3,19,2,29,7,12,16,2,4,59,38,3,27,4,54,6,4,3,4,40,5,9,9,39,3,1,52,2,55,2,3,9,39,32,17,4,5,2,6,1
741,21,1,372,39,159,942,3,33,1,101,137,5,2117,196,3,324,2,31,28,2,5,2,35,1,2,1,1,2,1,2,21,185,11,23,62,15,19,5,123,1,181,11,30,46,4,894,1,3,235,2,93,3,123,277,4,342,3,21,57,1,2,11,2,19,31,35,51,6,1,1,17,1,56,1,18,3,1,1,4,41,5,5,8,45,4,1,35,4,38,6,3,4,7,28,24,2,1,4,5,3
742,18,1,180,20,339,95,2,3,1,37,38,2,1138,32,2,14,1,31,32,2,4,3,41,3,2,3,1,2,1,5,4,2,11,16,15,14,2,31,101,1,175,8,4,67,4,1191,6,1,425,2,75,2,220,223,2,331,4,33,52,4,3,23,4,45,11,5,23,6,4,21,14,2,38,2,6,3,1,4,1,32,2,6,8,33,1,1,21,5,48,6,1,10,17,38,2,4,5,4,4,9
743,17,3,533,23,140,304,3,29,1,79,178,4,170,101,3,111,3,13,14,2,5,2,8,1,1,2,2,4,1,5,28,133,4,2,104,22,11,40,72,1,160,10,31,71,4,1149,7,1,296,2,69,3,230,11,3,327,6,12,30,3,4,23,3,62,55,18,44,4,2,4,10,2,12,3,52,1,1,3,2,4,3,40,2,44,3,2,40,2,18,6,1,9,45,27,29,2,4,3,3,8
744,15,2,1202,4,377,1089,1,5,1,178,133,5,2073,68,5,233,3,23,29,1,4,1,29,2,3,1,1,3,1,4,49,234,10,4,69,4,18,5,164,1,172,1,1,62,2,232,9,2,266,3,324,2,172,321,1,195,4,37,48,1,4,41,3,28,47,26,48,5,2,12,24,4,24,3,12,2,4,1,1,36,5,29,10,17,3,5,22,4,49,3,3,2,10,44,30,1,3,3,4,5
745,26,2,290,9,126,814,2,20,2,3,123,2,1090,52,4,130,1,21,13,1,2,1,24,3,1,1,2,2,1,4,18,110,12,34,30,20,16,32,109,1,183,2,23,66,2,61,5,2,33,3,295,1,202,123,4,306,6,30,40,4,1,41,4,61,37,25,8,4,3,25,25,3,9,3,7,5,3,2,1,50,3,21,4,19,2,1,31,5,46,3,2,1,17,12,9,1,5,1,9,8
746,27,4,237,7,272,56,1,42,2,55,115,1,1387,171,4,19,2,21,31,3,1,4,10,2,3,1,1,4,1,5,25,140,9,3,99,7,13,20,42,1,77,11,9,19,2,472,3,2,213,1,331,2,430,221,2,275,5,12,7,1,3,18,2,62,50,17,45,6,2,25,29,2,32,2,13,1,1,2,3,61,1,11,4,10,4,4,40,5,63,5,4,6,1,9,44,3,1,5,4,5
747,14,2,448,25,181,1122,2,14,2,160,4,5,2121,118,2,16,2,36,8,2,4,4,6,5,1,2,2,2,1,2,1,73,12,1,51,7,21,41,63,1,227,12,12,11,4,947,5,3,8,3,395,1,288,166,4,50,4,32,2,2,1,25,1,39,48,13,52,6,3,7,46,3,45,1,44,4,3,5,4,28,2,40,4,29,1,3,52,5,5,1,3,4,25,11,8,2,4,5,3,7
748,24,4,1,4,204,342,2,16,2,99,125,5,750,82,4,182,3,11,19,3,5,3,46,2,2,2,2,1,1,5,28,75,12,27,15,30,12,24,8,1,76,4,11,116,4,702,2,2,255,3,36,1,425,41,4,113,4,34,38,1,2,55,2,39,50,45,11,1,3,53,26,1,32,3,64,4,4,4,3,44,2,9,10,23,1,5,47,1,9,4,3,9,27,6,15,1,1,1,8,10
749,9,5,1157,39,23,674,3,31,1,81,198,1,321,61,2,159,1,12,28,3,1,3,13,2,2,1,2,1,1,1,7,68,9,18,19,26,5,21,191,1,166,10,30,108,3,63,3,1,70,1,395,3,71,161,1,322,5,7,52,3,4,45,1,42,55,1,15,6,4,53,6,1,40,1,32,1,1,4,3,21,6,22,9,35,3,1,16,1,7,1,2,1,43,17,25,1,4,4,5,1
750,7,4,494,40,290,355,2,44,1,80,229,3,690,38,1,340,3,42,10,1,1,2,39,4,2,2,3,1,1,5,10,137,9,3,8,32,9,32,199,1,232,6,19,56,3,51,6,2,70,2,137,1,53,148,3,73,4,3,21,3,4,52,2,17,8,7,2,3,3,6,45,1,28,1,54,3,4,3,1,36,2,4,9,24,4,2,21,5,12,6,3,9,20,7,36,4,1,5,4,9
751,19,4,394,20,397,555,3,11,1,122,12,5,1215,124,3,233,3,22,13,2,5,2,31,2,2,2,3,2,1,2,10,16,9,5,15,40,17,40,197,1,128,8,12,45,4,976,1,2,152,2,267,3,309,105,3,105,1,26,20,2,3,56,2,13,4,37,1,2,1,53,19,2,55,1,63,5,4,4,3,41,1,36,2,39,2,5,64,4,7,4,2,4,36,2,36,1,2,3,8,10
752,7,1,917,6,385,1297,3,39,2,267,118,1,948,204,3,74,2,23,33,1,1,2,2,1,3,2,3,4,1,2,12,101,6,3,114,18,1,14,205,1,63,7,30,116,3,550,5,1,279,1,164,3,81,231,1,222,4,9,62,1,4,8,4,15,5,5,35,6,4,39,39,3,44,1,50,2,3,5,1,7,6,28,2,17,3,3,6,4,48,2,1,8,11,45,6,3,2,2,4,1
753,22,2,1072,46,406,1196,2,33,2,216,134,4,1255,217,1,206,1,30,18,1,5,2,5,3,2,3,1,4,1,2,8,76,3,5,1,36,3,5,124,1,206,9,13,15,3,809,2,3,310,3,107,1,263,74,5,202,3,25,8,1,2,27,3,7,42,31,15,3,2,11,26,2,13,2,40,1,4,3,3,15,1,1,8,13,3,2,26,1,52,3,1,3,6,6,1,3,2,2,5,7
754,21,2,1058,7,117,467,3,37,1,100,48,2,214,90,4,319,3,31,35,3,5,3,47,3,3,3,1,1,1,3,10,234,10,34,4,26,15,20,50,1,9,4,3,122,1,288,7,1,204,1,350,2,313,328,1,191,4,39,31,4,2,22,4,20,33,21,25,4,4,23,13,1,30,3,2,1,2,5,2,11,3,10,5,40,1,2,41,4,41,2,2,3,13,19,35,2,1,3,2,5
755,22,5,403,18,208,1252,1,25,2,194,137,5,1336,8,1,234,1,12,23,1,2,1,34,5,2,2,2,2,1,2,28,53,10,3,67,40,17,21,114,1,25,7,13,62,4,793,4,3,341,2,402,1,352,149,1,231,6,25,54,4,4,35,2,19,22,8,11,2,3,15,29,3,7,3,8,4,1,2,2,54,5,11,9,44,2,3,55,3,33,1,2,1,37,38,10,3,2,4,3,8
756,13,4,104,44,69,894,3,34,2,266,11,5,270,233,3,276,1,30,13,2,3,4,31,5,1,1,1,3,1,3,34,72,9,8,5,40,13,18,194,1,5,11,27,1,3,525,2,3,33,3,18,1,435,285,3,30,1,19,60,4,1,2,3,48,24,27,6,5,1,44,24,2,39,4,47,4,4,2,1,57,6,6,3,17,3,5,31,1,16,2,4,5,43,42,8,4,1,4,8,1
757,32,2,65,14,349,1086,1,4,2,336,87,3,167,19,2,30,1,2,9,2,1,2,20,1,2,1,3,4,1,3,7,41,10,29,78,18,2,24,100,1,67,9,20,72,4,473,4,3,233,2,278,1,36,207,2,187,4,33,13,5,4,12,1,41,33,24,23,1,3,4,12,1,5,1,26,2,1,6,1,64,5,32,9,22,1,3,48,4,46,5,1,1,9,1,39,2,4,4,4,10
758,3,1,569,27,58,994,2,43,1,85,10,1,453,45,3,123,3,18,9,3,2,1,23,1,3,1,2,3,1,1,19,229,8,26,120,17,4,27,35,1,48,1,12,10,1,1000,1,3,84,3,204,2,151,73,3,53,2,15,40,3,3,34,2,44,40,33,26,2,4,61,45,2,23,3,28,6,4,5,2,1,4,32,9,13,3,3,59,4,15,1,1,10,6,23,4,3,5,5,10,10
759,3,5,1170,15,241,397,1,2,2,257,64,3,2256,175,3,4,1,37,13,2,1,1,41,3,2,2,1,1,1,4,27,2,3,28,100,25,2,17,128,1,164,4,24,32,3,968,1,1,172,1,68,3,451,314,3,124,3,1,4,1,4,27,3,1,30,1,29,3,2,39,1,1,22,3,33,5,4,5,2,2,1,26,6,24,3,5,63,5,50,6,1,8,10,16,23,3,5,4,1,6
760,19,4,803,35,342,141,1,44,1,197,77,5,586,95,4,161,1,11,17,1,4,3,37,1,1,3,2,5,1,5,7,1,5,31,107,13,23,10,191,1,154,9,26,55,3,871,2,2,449,3,89,2,356,62,1,250,3,41,38,5,1,54,4,48,52,44,21,2,4,34,5,4,40,2,39,4,4,2,1,64,1,6,1,11,3,2,55,2,44,2,2,9,33,24,24,3,5,4,1,9
761,26,5,228,37,342,447,3,13,1,332,142,4,480,125,4,338,1,44,7,2,2,1,27,3,2,2,1,5,1,2,51,158,4,24,98,16,2,20,160,1,65,11,25,66,3,369,2,1,286,3,292,2,240,345,1,236,2,15,22,2,3,9,1,20,40,2,13,3,3,57,32,4,52,3,27,4,4,2,2,37,6,23,3,25,1,2,46,3,50,6,4,7,41,14,44,1,1,5,5,8
762,10,1,509,24,38,1073,1,6,1,231,16,4,573,119,5,103,3,10,20,3,4,2,24,5,2,3,2,5,1,5,14,106,10,8,46,5,2,18,13,1,77,12,26,39,1,518,2,2,155,1,64,2,82,13,4,97,2,45,34,5,4,40,2,22,12,39,9,1,1,55,19,3,26,2,52,6,2,6,1,34,6,44,1,24,3,1,37,3,15,5,3,3,18,30,8,2,1,1,1,3
763,28,1,889,37,42,239,2,40,2,289,183,4,1003,192,5,333,1,6,5,1,5,2,26,1,1,2,2,2,1,5,34,227,11,23,69,20,16,10,9,1,120,1,14,4,4,1092,5,3,328,3,28,1,45,210,4,92,4,9,37,4,4,28,1,31,53,44,6,4,3,45,21,2,30,4,2,5,4,6,2,7,1,32,2,36,1,3,7,3,34,2,1,5,31,22,12,4,1,4,9,3
764,5,2,683,6,271,638,3,8,2,326,96,1,1137,91,4,259,2,3,9,3,2,1,19,1,3,2,3,2,1,4,15,135,11,30,51,16,22,24,12,1,126,1,23,4,3,2,10,1,160,2,443,1,150,108,4,195,6,5,9,3,1,25,2,64,7,7,8,6,4,43,5,1,40,4,17,3,1,5,3,19,4,45,7,33,2,4,29,1,57,6,4,9,15,20,44,1,1,5,9,7
765,26,4,903,51,387,929,3,11,2,24,74,5,1920,228,4,247,1,18,12,2,3,4,34,5,2,3,2,5,1,3,21,208,7,30,17,14,3,8,55,1,18,7,23,123,4,1115,4,3,257,2,413,2,395,26,4,342,2,3,39,1,2,15,4,9,56,36,4,2,4,61,45,4,31,4,60,2,1,5,4,28,5,6,4,36,2,5,53,4,49,3,3,4,23,9,31,3,3,5,4,2
766,14,5,672,35,263,337,3,1,1,137,145,2,1948,68,2,313,3,6,20,2,2,1,9,5,2,3,3,4,1,2,22,175,3,22,122,26,7,7,227,1,151,8,17,63,2,973,9,2,123,3,414,2,132,110,5,7,3,7,50,5,2,43,3,2,33,13,54,6,3,4,31,3,28,1,25,1,4,4,4,10,1,42,8,33,4,2,46,2,1,5,1,9,32,13,39,1,4,5,9,10
767,33,3,1180,10,348,534,2,22,1,14,56,5,555,59,2,333,1,21,12,2,4,2,26,4,3,2,1,5,1,2,35,63,2,15,23,24,5,20,130,1,178,6,24,31,4,547,2,3,431,3,9,2,363,320,6,230,2,23,41,4,3,2,3,14,56,33,3,4,3,5,13,4,28,2,42,4,4,4,2,55,3,18,1,30,2,2,31,1,5,5,2,8,3,26,29,2,4,1,4,2
768,2,5,1001,27,215,1101,2,4,2,180,172,4,2229,54,3,291,3,22,26,1,5,2,28,2,2,3,3,4,1,3,10,95,11,2,122,3,11,11,114,1,139,7,9,68,4,919,3,2,101,3,8,1,238,304,5,6,3,27,33,5,4,38,2,19,1,42,36,2,2,45,40,1,24,2,41,4,1,6,2,24,6,14,8,13,2,5,27,5,24,1,2,7,29,29,41,3,3,1,9,5
769,11,5,384,35,371,555,1,17,2,158,209,1,495,146,2,236,1,45,20,1,2,3,44,4,1,3,1,1,1,1,18,63,5,1,77,19,4,12,16,1,28,10,28,91,4,1045,5,1,293,1,394,1,46,243,6,173,5,18,59,4,4,53,3,39,46,3,34,2,4,34,10,2,56,1,44,1,4,2,3,48,4,30,6,22,2,4,41,3,60,2,2,5,36,28,20,1,3,1,8,8
770,14,3,134,31,89,900,2,18,2,249,203,4,144,114,2,232,3,43,13,1,2,1,26,4,3,1,1,4,1,1,50,176,2,25,97,11,9,1,102,1,222,6,20,70,3,41,6,2,261,2,368,2,438,62,5,293,5,23,23,2,2,50,1,43,40,12,42,5,3,15,35,4,41,1,23,4,4,2,4,3,1,39,1,41,4,2,26,2,50,2,3,3,44,16,25,4,4,1,9,1
771,22,1,1215,8,185,978,2,40,1,208,39,3,728,176,1,98,3,1,9,3,2,3,50,3,2,1,1,1,1,1,15,216,3,26,44,13,12,23,92,1,37,5,4,61,1,89,1,1,379,1,281,2,188,137,3,302,6,3,10,2,4,7,1,31,12,38,38,4,4,36,25,2,21,3,64,2,4,3,1,33,3,11,9,14,2,4,11,4,1,5,4,1,35,7,22,1,1,1,4,4
772,31,2,989,50,203,559,3,24,2,255,166,5,1791,210,1,206,1,19,15,3,4,3,10,5,2,1,3,1,1,5,42,193,4,21,110,35,1,36,25,1,37,11,20,49,2,1161,8,1,344,1,398,3,192,216,2,186,1,1,20,3,4,50,4,30,53,6,4,6,4,12,46,3,7,1,36,3,2,3,4,13,5,14,2,21,3,2,44,1,57,3,2,6,1,23,20,1,2,3,7,3
773,17,1,1010,12,377,811,3,1,2,92,154,4,2205,185,4,10,2,30,19,1,4,1,20,5,1,1,3,5,1,2,2,179,2,12,40,34,4,12,87,1,28,8,6,18,4,464,4,3,265,3,61,3,416,23,6,181,2,4,39,5,3,48,4,11,29,3,38,1,1,22,27,1,42,3,30,2,1,4,4,5,1,11,7,32,2,5,38,2,52,2,4,6,8,18,20,2,4,5,4,5
774,9,3,662,20,263,481,3,34,2,213,217,1,1491,211,5,137,3,3,29,1,3,3,5,2,3,3,3,4,1,4,44,26,4,11,1,20,8,13,194,1,213,10,18,63,2,491,8,2,122,1,196,3,140,150,2,273,3,19,28,5,3,30,2,5,49,42,21,5,1,40,25,2,54,1,16,2,4,6,3,54,4,12,5,35,1,3,36,1,55,1,3,6,24,5,3,4,1,3,10,10
775,34,4,371,2,371,708,3,3,2,33,233,2,1054,154,1,112,2,18,21,1,1,2,32,2,3,3,2,2,1,4,10,66,6,28,104,11,17,18,214,1,232,7,18,10,4,238,6,1,279,1,394,2,418,282,2,285,6,6,13,2,4,8,3,47,6,27,53,6,3,6,15,4,30,3,5,6,1,6,4,7,5,38,4,31,2,2,13,2,64,4,4,4,7,25,39,3,5,4,4,10
776,28,2,673,24,310,495,1,42,2,82,106,1,1060,176,5,259,3,33,2,1,2,4,29,4,3,1,2,1,1,2,21,94,4,22,120,37,4,33,85,1,29,11,19,86,1,1214,1,3,183,3,171,3,158,23,1,325,3,36,29,5,4,42,2,4,27,21,34,5,2,65,15,3,29,2,64,2,1,3,3,7,6,13,2,11,4,4,39,3,50,2,4,4,34,20,33,3,3,3,6,2
777,32,2,797,9,331,124,2,9,1,20,215,3,605,65,5,299,2,7,18,2,2,3,52,4,3,1,3,4,1,2,20,56,11,4,101,17,1,30,183,1,167,4,7,106,4,653,5,3,429,2,198,3,373,307,3,202,5,29,42,1,1,19,2,19,46,42,54,2,2,16,5,3,53,4,62,1,4,3,4,38,4,31,4,24,1,1,27,1,36,4,3,9,34,18,32,4,1,4,2,9
778,9,1,32,13,5,10,3,42,1,251,234,5,873,205,3,215,1,14,6,1,5,1,11,3,2,3,1,4,1,4,25,106,5,31,116,25,10,41,229,1,189,12,3,19,4,477,7,2,186,3,52,2,61,147,5,12,6,7,13,1,1,50,1,4,31,12,33,2,4,49,26,1,44,2,58,4,1,6,1,57,4,6,3,13,4,5,17,1,51,2,2,7,32,16,7,3,3,1,4,6
779,24,5,697,13,11,791,1,40,2,108,75,2,1465,84,3,112,1,34,4,2,5,4,36,3,2,3,3,1,1,4,16,207,12,34,79,3,21,18,162,1,193,6,32,74,3,975,3,1,410,2,165,1,276,174,3,91,4,29,11,4,2,34,1,8,22,7,8,4,2,41,36,2,2,2,11,3,4,1,2,7,5,10,7,15,3,4,30,5,64,2,3,3,17,38,42,3,2,1,1,6
780,33,4,595,34,46,20,2,30,2,333,15,1,1561,215,5,40,2,13,35,3,4,1,49,5,3,1,3,2,1,4,49,187,7,9,83,23,17,24,233,1,91,1,11,118,1,78,2,3,401,1,159,2,236,214,4,120,5,16,47,5,1,21,1,18,35,36,25,5,2,25,27,1,28,3,55,4,1,4,2,24,3,37,2,19,1,4,6,3,44,2,1,4,44,2,23,1,1,2,2,4
781,2,1,480,13,106,555,2,38,1,158,2,4,1980,181,2,300,1,4,6,3,2,2,39,3,3,3,1,1,1,5,38,25,10,19,45,15,16,10,184,1,187,5,4,17,3,485,8,1,251,2,33,3,395,64,6,82,3,2,19,5,1,5,1,61,52,34,39,2,3,33,19,3,1,3,46,3,4,1,2,28,6,25,4,25,2,3,40,1,22,1,3,10,13,38,37,2,2,2,5,10
782,2,2,947,42,403,607,3,36,1,147,146,2,148,213,4,44,2,5,5,3,2,1,39,3,2,1,2,4,1,2,12,44,9,8,99,38,3,37,84,1,51,11,24,43,1,1153,8,3,10,3,62,3,75,15,3,318,6,15,31,5,2,36,2,45,5,22,32,4,3,3,19,2,55,2,43,3,3,6,4,61,1,18,7,26,2,4,53,2,8,3,3,3,3,9,4,1,1,3,7,1
783,23,1,609,36,410,513,1,29,2,266,26,3,384,37,2,32,3,37,28,1,5,3,37,5,3,3,1,2,1,5,42,114,4,31,70,12,18,28,145,1,199,3,30,18,3,1104,5,1,162,1,118,2,105,205,6,132,5,11,61,4,4,35,1,37,10,34,2,4,2,26,36,1,28,2,56,1,4,4,4,9,4,32,7,18,2,4,30,3,59,4,3,9,3,8,31,3,2,4,4,10
784,22,4,908,14,300,1273,2,7,1,221,144,2,770,118,4,205,1,43,28,1,4,1,6,5,1,2,2,1,1,2,5,140,1,31,90,39,5,7,37,1,2,11,28,45,1,80,2,2,272,2,275,3,180,157,1,255,5,2,15,5,2,28,2,25,4,39,23,6,2,60,11,3,2,2,30,5,3,2,2,40,4,2,10,8,3,1,35,4,17,6,3,6,35,31,3,3,3,2,10,5
785,34,3,320,50,158,778,2,34,2,81,177,3,1803,98,3,234,3,23,35,1,4,3,42,2,2,3,1,4,1,3,9,167,11,2,74,11,12,26,101,1,65,11,32,76,3,179,4,3,455,3,278,3,356,24,1,235,2,7,62,2,2,14,2,1,33,9,48,2,1,49,22,3,45,4,26,3,4,5,4,13,1,30,8,25,3,3,27,1,55,5,3,1,13,33,11,4,2,3,1,5
786,26,1,23,5,347,1236,1,1,2,318,154,4,1745,173,3,172,3,41,29,1,4,1,32,5,2,3,3,3,1,4,30,94,5,3,110,20,6,3,198,1,156,9,28,9,2,320,4,1,77,1,73,2,138,105,2,177,3,44,35,5,2,12,4,23,1,13,50,1,2,1,20,3,20,4,18,5,2,6,3,18,2,18,9,5,1,4,46,4,55,2,1,8,3,38,17,4,4,4,5,2
787,25,1,504,32,382,1031,2,20,1,134,17,1,2183,154,5,64,2,41,33,3,3,3,18,4,2,1,1,3,1,2,44,1,1,8,75,24,6,4,24,1,108,9,29,22,4,393,2,1,361,3,192,2,48,99,4,293,2,17,33,3,2,2,3,33,32,35,42,6,3,28,43,3,48,4,52,4,2,4,4,24,6,4,5,21,4,4,62,4,41,4,2,10,4,16,7,3,5,5,1,8
788,31,2,852,26,118,63,3,1,2,251,213,1,753,193,1,291,3,16,11,1,1,3,17,4,1,1,1,3,1,2,9,202,5,14,63,31,10,39,209,1,5,5,25,41,3,835,6,3,32,3,360,1,294,23,5,112,5,12,6,1,3,16,2,44,53,37,13,6,3,15,27,4,53,2,3,3,1,5,3,49,1,18,1,1,1,5,20,2,12,6,1,8,8,16,33,1,5,4,8,10
789,24,5,175,21,285,703,1,28,1,209,12,2,1005,35,3,235,1,12,20,2,2,4,35,5,3,3,2,1,1,2,37,216,9,18,100,25,6,36,115,1,146,4,10,13,2,38,6,3,445,3,190,1,104,326,6,256,5,41,28,3,3,18,3,26,17,44,10,2,1,58,30,2,13,2,46,2,2,5,2,46,5,36,2,24,3,4,32,4,63,2,2,6,1,37,1,2,5,4,1,4
790,28,4,453,14,135,873,2,26,2,177,188,4,1813,145,5,197,3,8,3,3,1,1,33,2,2,1,1,3,1,2,29,154,7,34,118,28,5,11,230,1,102,2,31,80,2,753,6,2,41,3,446,2,96,217,6,99,3,24,57,1,2,30,1,51,39,10,19,3,4,47,3,2,8,4,8,2,1,2,4,8,6,37,2,13,3,5,50,5,36,4,4,1,1,31,8,1,1,3,8,3
791,34,1,235,42,319,1312,1,17,2,149,97,2,737,72,4,169,1,36,11,2,2,2,9,3,2,3,2,2,1,5,27,32,2,26,80,2,17,14,199,1,163,12,3,24,3,1103,1,2,118,2,354,2,339,130,3,300,6,3,5,2,4,50,4,35,47,39,33,2,4,24,38,3,3,2,61,4,4,4,3,36,2,11,2,11,4,2,36,5,37,5,3,2,36,3,23,3,3,5,3,1
792,5,5,497,29,218,1108,1,30,1,148,16,3,2163,32,1,59,3,43,8,3,3,2,5,5,3,1,1,4,1,5,6,165,9,13,75,12,4,33,67,1,47,6,10,22,4,1155,5,2,203,3,181,1,300,340,1,330,5,21,28,1,4,5,2,31,25,27,44,1,3,23,22,3,12,2,45,6,3,4,4,6,2,2,8,31,2,2,3,2,27,6,3,9,9,8,34,2,5,4,3,2
793,5,3,287,23,237,1181,1,40,2,124,126,3,978,26,2,135,1,6,1,2,1,2,5,2,2,2,2,1,1,1,31,129,10,15,1,34,21,21,138,1,107,1,20,21,1,972,7,3,281,2,214,1,283,301,5,310,2,29,39,4,3,46,4,48,23,20,42,1,4,53,15,1,49,2,20,2,2,5,4,9,1,35,1,15,2,3,54,1,60,4,1,6,2,21,7,3,2,2,9,1
794,25,2,21,31,220,567,2,40,1,262,152,3,1513,3,1,247,3,11,5,1,5,2,20,4,2,1,2,4,1,5,7,128,6,11,10,14,19,14,113,1,44,6,17,24,4,1149,9,2,143,1,101,2,37,126,2,74,6,28,42,5,2,3,2,55,44,18,44,1,2,3,42,4,26,2,54,4,1,3,1,51,1,32,10,34,2,3,30,1,53,4,4,2,4,5,8,1,2,3,3,10
795,34,4,728,38,363,251,3,34,1,63,10,2,562,69,5,195,3,22,4,2,4,1,12,1,2,2,2,4,1,5,25,116,1,19,9,37,4,27,1,1,156,4,20,90,1,584,9,2,440,3,127,1,226,108,6,154,2,17,60,5,4,2,2,2,48,10,43,6,2,57,41,4,37,2,40,6,4,3,1,33,4,4,9,39,2,2,7,2,21,5,4,6,44,40,44,3,3,1,8,4
796,7,4,685,37,307,239,1,7,2,115,217,1,780,124,4,134,3,9,27,2,2,2,3,1,2,3,2,5,1,1,41,50,11,16,14,33,3,31,121,1,231,10,18,87,4,1137,7,3,403,3,19,2,333,293,4,224,6,7,33,1,4,7,2,23,18,12,8,4,3,44,41,2,19,2,5,5,3,5,1,4,4,10,9,26,4,2,2,3,2,5,1,7,4,23,29,2,4,1,4,5
797,30,3,986,41,22,518,3,31,1,137,18,2,1910,216,4,60,3,40,21,2,1,4,19,2,1,1,2,2,1,2,15,51,5,3,108,16,9,1,223,1,34,5,9,86,4,241,1,1,98,3,176,2,445,332,4,319,3,28,5,4,4,28,3,10,20,41,49,4,1,6,43,1,30,4,35,4,1,5,3,24,4,44,3,45,4,3,2,4,16,6,4,5,33,25,28,1,5,5,2,4
798,5,1,1118,44,271,626,3,3,2,214,220,5,2112,151,3,9,2,6,20,3,1,1,39,2,2,3,3,3,1,2,6,8,1,11,71,40,18,27,223,1,83,5,3,13,4,83,6,3,253,1,133,2,299,27,6,150,5,26,18,4,1,40,4,20,38,31,16,1,1,37,33,3,25,3,23,4,4,1,2,11,6,5,3,9,4,5,60,3,12,5,3,8,22,24,24,2,5,1,5,4
799,3,3,450,48,246,412,2,27,2,129,160,4,2100,207,5,159,2,3,27,3,1,1,16,2,2,1,2,4,1,3,12,201,3,19,46,18,9,8,55,1,127,10,15,76,4,684,10,1,289,3,317,1,191,31,5,304,2,11,52,3,2,11,3,33,11,21,10,4,2,33,4,1,39,4,22,3,2,3,4,46,6,28,8,45,1,4,27,5,20,1,4,5,8,3,12,3,4,4,7,9
800,23,1,663,51,184,7,2,15,1,162,166,4,2046,140,1,232,1,9,29,2,4,4,20,4,1,2,2,3,1,4,47,36,11,9,20,14,23,22,141,1,35,9,33,64,3,672,7,1,280,3,75,1,213,342,2,53,5,27,11,2,3,25,2,25,55,20,2,2,1,39,6,4,39,4,9,5,4,4,3,9,6,28,2,19,1,3,59,3,23,3,1,2,39,36,15,1,3,4,6,2
801,29,3,332,11,55,870,2,28,2,44,81,4,678,131,5,5,1,6,17,1,2,1,41,2,3,3,3,2,1,2,15,215,7,22,110,12,12,9,192,1,101,6,12,46,3,1006,6,3,412,1,297,1,266,294,6,268,2,10,9,5,1,9,3,38,45,4,11,3,1,64,36,4,11,2,54,5,3,5,1,19,5,29,6,34,4,2,47,1,4,2,2,3,4,13,36,1,2,3,1,6
